item_number,name,description,brand,unit,cost_price,list_price,sale_price,product_status,barcode,metadata_json
SNP2A,Blue-Point 斜角多用途重型剪刀,Blue-Point 斜角多用途重型剪刀,Unknown,支,0,2100,0,active,SNP2A,"{'category': '美國藍點 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SNPWY-B,Snap-on 系統櫃雙開 YAMAHA 淺灰,Snap-on 系統櫃雙開 YAMAHA 淺灰,Unknown,套組,0,0,0,active,,"{'category': 'Snap-on 系統櫃', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SNPWY-C,Snap-on 系統櫃七抽 YAMAHA 淺灰,Snap-on 系統櫃七抽 YAMAHA 淺灰,Unknown,套組,0,0,0,active,,"{'category': 'Snap-on 系統櫃', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SNPWY-D,Snap-on 系統櫃垃圾桶櫃 YAMAHA 淺灰,Snap-on 系統櫃垃圾桶櫃 YAMAHA 淺灰,Unknown,套組,0,0,0,active,,"{'category': 'Snap-on 系統櫃', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SNR31,Snap-on 系統櫃 紅 (三櫃一組),Snap-on 系統櫃 紅 (三櫃一組),Unknown,套組,0,0,0,active,SNR31,"{'category': 'Snap-on 系統櫃', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SO840L,Snap-on 複合材質石洗刀,Snap-on 複合材質石洗刀,Unknown,件,0,5900,0,active,SO840L,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SO84BLK,Snap-on 石洗刀,Snap-on 石洗刀,Unknown,件,0,4400,0,active,SO84BLK,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SO84OL,Snap-on 複合材質石洗刀,Snap-on 複合材質石洗刀,Unknown,件,0,5900,0,active,SO84OL,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEX01FMBR,Snap-on  13件式 12角 Flank Drive® Plus 梅開扳手,Snap-on  13件式 12角 Flank Drive® Plus 梅開扳手,Unknown,套組,0,30050,0,active,SOEX01FMBR,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEX02FMBR,Snap-on 6件 12角英制Flank Drive®Plus 梅開扳手組,Snap-on 6件 12角英制Flank Drive®Plus 梅開扳手組,Unknown,套組,0,0,0,active,SOEX02FMBR,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEX10,"5/16"" 12角 SAE Flank Drive® Plus梅開扳手","5/16"" 12角 SAE Flank Drive® Plus梅開扳手",Unknown,支,0,1700,0,active,SOEX10,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEX16,"Snap-on Flank Drive® Plus  1/2"" 梅開扳手","Snap-on Flank Drive® Plus  1/2"" 梅開扳手",Unknown,支,0,2150,0,active,SOEX16,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEX710,"Snap-on 10件式 梅開扳手套件組 英制(5/16, 3/8-7/8"")","Snap-on 10件式 梅開扳手套件組 英制(5/16, 3/8-7/8"")",Unknown,套組,0,20800,0,active,SOEX710,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEX8,"Snap-on 12角 SAE  1/4"" 梅開扳手","Snap-on 12角 SAE  1/4"" 梅開扳手",Unknown,支,0,1600,0,active,SOEX8,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEXM01FMBR,Snap-on 13件式 梅開扳手套件組 (7–19 mm) 含泡棉,Snap-on 13件式 梅開扳手套件組 (7–19 mm) 含泡棉,Unknown,套組,11527,28800,0,active,SOEXM01FMBR,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM02FMBR,Snap-on 6件式 12角 梅開扳手套件組 (20–25 mm) 含泡棉,Snap-on 6件式 12角 梅開扳手套件組 (20–25 mm) 含泡棉,Unknown,套組,11527,23100,0,active,SOEXM02FMBR,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM10,Snap-on 梅開扳手 10mm,Snap-on 梅開扳手 10mm,Unknown,支,0,1950,0,active,SOEXM10,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM11,Snap-on 梅開扳手 11mm,Snap-on 梅開扳手 11mm,Unknown,支,0,1805,0,active,SOEXM11,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM12,Snap-on 梅開扳手 12mm,Snap-on 梅開扳手 12mm,Unknown,支,0,1845,0,active,SOEXM12,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM13,Snap-on 梅開扳手 13mm,Snap-on 梅開扳手 13mm,Unknown,支,0,1920,0,active,SOEXM13,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEXM14,Snap-on 梅開扳手 14mm,Snap-on 梅開扳手 14mm,Unknown,支,0,1985,0,active,SOEXM14,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEXM15,Snap-on 梅開扳手 15mm,Snap-on 梅開扳手 15mm,Unknown,支,0,2000,0,active,SOEXM15,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEXM16,Snap-on 梅開扳手 16mm,Snap-on 梅開扳手 16mm,Unknown,支,0,2550,0,active,,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEXM17,Snap-on 梅開扳手 17mm,Snap-on 梅開扳手 17mm,Unknown,支,0,2390,0,active,SOEXM17,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SOEXM18,Snap-on 梅開扳手 18mm,Snap-on 梅開扳手 18mm,Unknown,支,0,2350,0,active,SOEXM18,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEXM19,Snap-on 梅開扳手 19mm,Snap-on 梅開扳手 19mm,Unknown,支,0,2670,0,active,SOEXM19,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEXM20,Snap-on 梅開扳手 20mm,Snap-on 梅開扳手 20mm,Unknown,支,0,3050,0,active,SOEXM20,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM21,Snap-on 梅開扳手 21mm,Snap-on 梅開扳手 21mm,Unknown,支,0,3400,0,active,SOEXM21,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM24,Snap-on 梅開扳手 24mm,Snap-on 梅開扳手 24mm,Unknown,支,0,3600,0,active,SOEXM24,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM7,Snap-on 梅開扳手 7mm,Snap-on 梅開扳手 7mm,Unknown,支,0,1635,0,active,SOEXM7,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM705,Snap-on 5件式 梅開扳手套件組 20–24 mm,Snap-on 5件式 梅開扳手套件組 20–24 mm,Unknown,套組,11527,18500,0,active,SOEXM705,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOEXM710,Snap-on 10件式 梅開扳手套件組 10-19mm,Snap-on 10件式 梅開扳手套件組 10-19mm,Unknown,套組,11527,17470,0,active,SOEXM710,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 9, 'supplier': ''}"
SOEXM8,Snap-on 梅開扳手 8mm,Snap-on 梅開扳手 8mm,Unknown,支,0,1685,0,active,SOEXM8,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOEXM9,Snap-on 梅開扳手 9mm,Snap-on 梅開扳手 9mm,Unknown,支,0,1900,0,active,SOEXM9,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOGRILMIT19,Snap-on 原廠精品 止滑防燙隔熱手套,Snap-on 原廠精品 止滑防燙隔熱手套,Unknown,個,747,0,0,active,,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOHDMS,Snap-on 大型三層模組化工具箱,Snap-on 大型三層模組化工具箱,Unknown,套組,0,15000,0,active,SOHDMS,"{'category': 'Snap-on 工具套組', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SOPCLKR14A,Snap-on 原廠精品 時鐘(紅),Snap-on 原廠精品 時鐘(紅),Unknown,個,4981,0,0,active,,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOPCLKR14B,Snap-on 原廠精品 時鐘(黑),Snap-on 原廠精品 時鐘(黑),Unknown,個,4981,0,0,active,,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOSCRUBSOAP,Snap-on 深層清潔刷洗皂（12 顆裝）,Snap-on 深層清潔刷洗皂（12 顆裝）,Unknown,套組,0,0,0,active,SOSCRUBSOAP,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOSCRUBSOAP-1,Snap-on 深層清潔刷洗皂 (1 PCS),Snap-on 深層清潔刷洗皂 (1 PCS),Unknown,個,0,0,0,active,SOSCRUBSOAP,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
SOSTPCA,Snap-on 汽車服務托盤 黑,Snap-on 汽車服務托盤 黑,Unknown,件,0,32250,0,active,SOSTPCA,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 7, 'supplier': ''}"
SOSTPCA-12,Snap-on 零件 輪軸(煞車),Snap-on 零件 輪軸(煞車),Unknown,個,0,850,0,active,SOSTPCA-12,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 4, 'supplier': ''}"
SOXR707A,Snap-on 7件組Flank Drive® Plus 不可逆棘輪組合扳手組,Snap-on 7件組Flank Drive® Plus 不可逆棘輪組合扳手組,Unknown,套組,0,0,0,active,SOXR707A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRM12A,Snap-on 12mm 12角  0° 單向棘輪梅開扳手,Snap-on 12mm 12角  0° 單向棘輪梅開扳手,Unknown,支,0,2000,0,active,SOXRM12A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRM14A,Snap-on 14mm 12角  0° 單向棘輪梅開扳手,Snap-on 14mm 12角  0° 單向棘輪梅開扳手,Unknown,支,0,2250,0,active,SOXRM14A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOXRM21A,Snap-on 21mm 12角  0° 單向棘輪梅開扳手,Snap-on 21mm 12角  0° 單向棘輪梅開扳手,Unknown,支,0,0,0,active,SOXRM21A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRM22A,Snap-on 22mm 12角  0° 單向棘輪梅開扳手,Snap-on 22mm 12角  0° 單向棘輪梅開扳手,Unknown,支,0,0,0,active,SOXRM22A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRM24A,Snap-on 24mm 12角  0° 單向棘輪梅開扳手,Snap-on 24mm 12角  0° 單向棘輪梅開扳手,Unknown,支,0,0,0,active,SOXRM24A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOXRM6A,Snap-on 6mm 12角  0° 單向棘輪梅開扳手,Snap-on 6mm 12角  0° 單向棘輪梅開扳手,Unknown,支,0,1850,0,active,SOXRM6A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRM7A,Snap-on 7mm 12角  0° 單向棘輪梅開扳手,Snap-on 7mm 12角  0° 單向棘輪梅開扳手,Unknown,支,0,1900,0,active,SOXRM7A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRR707A,Snap-on 7件式 SAE Flank Drive® Plus 棘輪梅開扳手,Snap-on 7件式 SAE Flank Drive® Plus 棘輪梅開扳手,Unknown,套組,0,17950,0,active,SOXRR707A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRRM10A,Snap-on 10mm 12角 棘輪梅開扳手,Snap-on 10mm 12角 棘輪梅開扳手,Unknown,支,0,2300,0,active,SOXRRM10A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
SOXRRM11A,Snap-on 11mm 12角 棘輪梅開扳手,Snap-on 11mm 12角 棘輪梅開扳手,Unknown,支,0,2090,0,active,SOXRRM11A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SOXRRM12A,Snap-on 12mm 12角 棘輪梅開扳手,Snap-on 12mm 12角 棘輪梅開扳手,Unknown,支,0,2000,0,active,SOXRRM12A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SOXRRM13A,Snap-on 13mm 12角 棘輪梅開扳手,Snap-on 13mm 12角 棘輪梅開扳手,Unknown,支,0,2220,0,active,SOXRRM13A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SOXRRM14A,Snap-on 14mm 12角 棘輪梅開扳手,Snap-on 14mm 12角 棘輪梅開扳手,Unknown,支,0,2150,0,active,SOXRRM14A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRRM15A,Snap-on 15mm 12角 棘輪梅開扳手,Snap-on 15mm 12角 棘輪梅開扳手,Unknown,支,0,2300,0,active,SOXRRM15A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRRM17A,Snap-on 17mm 12角 棘輪梅開扳手,Snap-on 17mm 12角 棘輪梅開扳手,Unknown,支,0,2550,0,active,SOXRRM17A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SOXRRM18A,Snap-on 18mm 12角 棘輪梅開扳手,Snap-on 18mm 12角 棘輪梅開扳手,Unknown,支,0,2090,0,active,SOXRRM18A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SOXRRM19A,Snap-on 19mm 12角 棘輪梅開扳手,Snap-on 19mm 12角 棘輪梅開扳手,Unknown,支,0,2680,0,active,SOXRRM19A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 3, 'supplier': ''}"
SOXRRM6A,Snap-on 6mm 12角 15° 可逆棘輪梅開扳手,Snap-on 6mm 12角 15° 可逆棘輪梅開扳手,Unknown,支,0,1800,0,active,SOXRRM6A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRRM704A,Snap-on 4件式 可逆棘輪梅開扳手組 (6–9 mm),Snap-on 4件式 可逆棘輪梅開扳手組 (6–9 mm),Unknown,套組,0,0,0,active,,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRRM710A,Snap-on 10件式 棘輪梅開扳手 10-19mm,Snap-on 10件式 棘輪梅開扳手 10-19mm,Unknown,套組,13404,20310,0,active,SOXRRM710A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 17, 'supplier': ''}"
SOXRRM7A,Snap-on 7mm 12角 15° 可逆棘輪梅開扳手,Snap-on 7mm 12角 15° 可逆棘輪梅開扳手,Unknown,支,0,2100,0,active,SOXRRM7A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRRM8A,Snap-on 8mm 12角 15° 可逆棘輪梅開扳手,Snap-on 8mm 12角 15° 可逆棘輪梅開扳手,Unknown,支,0,1995,0,active,SOXRRM8A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SOXRRM9A,Snap-on 12角 9mm 雙向棘輪扳手,Snap-on 12角 9mm 雙向棘輪扳手,Unknown,支,0,2200,0,active,SOXRRM9A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SOXRRMET01FBR,14 pc 12-Point Metric Flank Drive® Plus,14 pc 12-Point Metric Flank Drive® Plus,Unknown,套組,0,36100,0,active,SOXRRMET01FBR,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SP2031A,Blue-Point® 導向軸承拉拔器,Blue-Point® 導向軸承拉拔器,Unknown,件,0,4900,0,active,SP2031A,"{'category': '美國藍點 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SP23,Snap-on 原廠精品 胡椒鹽瓶組,Snap-on 原廠精品 胡椒鹽瓶組,Unknown,套組,648,0,0,active,,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SPAKW-26RC,Blue Point 系統櫃配件,Blue Point 系統櫃配件,Unknown,件,0,0,0,active,SPAKW-26RC,"{'category': '美國藍點 系統櫃', 'safety_stock': 0, 'stock_qty': 39, 'supplier': ''}"
SPAKW-40RC,Blue Point 系統櫃配件,Blue Point 系統櫃配件,Unknown,件,0,0,0,active,SPAKW-40RC,"{'category': '美國藍點 系統櫃', 'safety_stock': 0, 'stock_qty': 11, 'supplier': ''}"
SPAKW-53RC,Blue Point 系統櫃配件,Blue Point 系統櫃配件,Unknown,件,0,0,0,active,SPAKW-53RC,"{'category': '美國藍點 系統櫃', 'safety_stock': 0, 'stock_qty': 25, 'supplier': ''}"
SPBH48R,48吋重型撬棍（紅色）,48吋重型撬棍（紅色）,Unknown,支,0,9750,0,active,SPBH48R,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SPBS704A,Snap-on 4件式 撬棒套組,Snap-on 4件式 撬棒套組,Unknown,支,0,11050,0,active,SPBS704A,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SPBS704AP,Snap-on 4件式 撬棒套組 粉,Snap-on 4件式 撬棒套組 粉,Unknown,套組,0,10500,0,active,SPBS704AP,"{'category': 'Snap-on 工具套組', 'safety_stock': 0, 'stock_qty': 4, 'supplier': ''}"
SPBSDC705FR,Snap-on 5件式 撬棒/鑿子泡棉套裝 紅,Snap-on 5件式 撬棒/鑿子泡棉套裝 紅,Unknown,套組,0,21150,0,active,SPBSDC705FR,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SPDC18R,"Snap-on 18"" 拆除鑿子 紅","Snap-on 18"" 拆除鑿子 紅",Unknown,支,0,5050,0,active,SPDC18R,"{'category': 'Snap-on 銼刀系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SPP1710,Snap-on 握把更換特工,Snap-on 握把更換特工,Unknown,件,0,0,0,active,SPP1710,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 5, 'supplier': ''}"
SPP1811,Snap-on 套筒演示用特工 SPP1811,Snap-on 套筒演示用特工 SPP1811,Unknown,件,0,0,0,active,SPP1811,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SPP744,Snap-on 棘輪扳手齒輪更換特工 SPP744,Snap-on 棘輪扳手齒輪更換特工 SPP744,Unknown,件,0,0,0,active,SPP744,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SPP893,Snap-on 螺絲起子演示用工具 SPP893,Snap-on 螺絲起子演示用工具 SPP893,Unknown,件,0,0,0,active,SPP893,"{'category': 'Snap-on 周邊', 'safety_stock': 0, 'stock_qty': 4, 'supplier': ''}"
SPP933,Snap-on 棘輪扳手齒輪更換特工 SPP933,Snap-on 棘輪扳手齒輪更換特工 SPP933,Unknown,件,0,0,0,active,SPP933,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SPRG625R,Snap-on 推拉彈簧工具 紅色,Snap-on 推拉彈簧工具 紅色,Unknown,支,0,0,0,active,SPRG625R,"{'category': 'Snap-on 其他工具', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SRES30A,"Snap-on 1/2"" SAE #30、15/16"" 六角 花鍵扭力轉接器","Snap-on 1/2"" SAE #30、15/16"" 六角 花鍵扭力轉接器",Unknown,支,0,3150,0,active,SRES30A,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SRP3B,Snap-on 卡環鉗,Snap-on 卡環鉗,Unknown,支,0,3150,0,active,SRP3B,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SRP400B,Snap-on 4件式 卡環鉗套組,Snap-on 4件式 卡環鉗套組,Unknown,套組,0,14050,0,active,SRP400B,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SRPCR107,Snap-on 7件式 卡環鉗套組 紅色,Snap-on 7件式 卡環鉗套組 紅色,Unknown,套組,0,11005,0,active,SRPCR107,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SRPCR107O,Snap-on 7件式 卡環鉗套組 橘色,Snap-on 7件式 卡環鉗套組 橘色,Unknown,套組,0,11005,0,active,SRPCR107O,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SRPCR112,Snap-on 12件式 卡環鉗套組 紅色,Snap-on 12件式 卡環鉗套組 紅色,Unknown,套組,0,22900,0,active,SRPCR112,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SRPCR3800,Snap-on 0°卡環鉗 紅色 6-7/16inches,Snap-on 0°卡環鉗 紅色 6-7/16inches,Unknown,支,640,1350,0,active,SRPCR3800,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SRPCR3890,Snap-on 90°卡環鉗 紅色 6-7/16inches,Snap-on 90°卡環鉗 紅色 6-7/16inches,Unknown,支,0,1390,0,active,SRPCR3890,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SRPCR4700,Snap-on 卡簧鉗子 紅色,Snap-on 卡簧鉗子 紅色,Unknown,支,0,1350,0,active,SRPCR4700,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SRPCR4700G,Snap-on 卡簧鉗子 綠色,Snap-on 卡簧鉗子 綠色,Unknown,支,758,1350,0,active,SRPCR4700G,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SRPCR4700O,Snap-on 卡簧鉗子 橘色,Snap-on 卡簧鉗子 橘色,Unknown,支,0,1350,0,active,SRPCR4700O,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SRPCR7090,Snap-on 90°卡環鉗 7-1/2 inches 紅色,Snap-on 90°卡環鉗 7-1/2 inches 紅色,Unknown,支,0,1495,0,active,SRPCR7090,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SRPCR9000,Snap-on 外張/內縮鉗子,Snap-on 外張/內縮鉗子,Unknown,支,0,2100,0,active,SRPCR9000,"{'category': 'Snap-on 鉗子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SRX80B,"Snap-on 1/2"" Drive 四分 快拆型 活動式棘輪扳手","Snap-on 1/2"" Drive 四分 快拆型 活動式棘輪扳手",Unknown,支,0,0,0,active,,"{'category': 'Snap-on 扳手系列', 'safety_stock': 0, 'stock_qty': 1, 'supplier': ''}"
SSD2RB,"Snap-on 一字頭 032"" x 3/16"" SSD2RB","Snap-on 一字頭 032"" x 3/16"" SSD2RB",Unknown,支,0,575,0,active,SSD2RB,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 11, 'supplier': ''}"
SSD4RB,"Snap-on 037"" x 1/4"" 十字起子頭 替換","Snap-on 037"" x 1/4"" 十字起子頭 替換",Unknown,個,324,685,0,active,SSD4RB,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 15, 'supplier': ''}"
SSD6RB,"Snap-on 046"" x 5/16"" 十字起子頭 替換","Snap-on 046"" x 5/16"" 十字起子頭 替換",Unknown,個,395,830,0,active,SSD6RB,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 10, 'supplier': ''}"
SSD8RB,"Snap-on 一字頭0.050"" x 3/8""","Snap-on 一字頭0.050"" x 3/8""",Unknown,支,0,1100,0,active,SSD8RB,"{'category': 'Snap-on 零件', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SSDMR1AO,"Snap-on 4-5/16"" 棘輪磁性短螺絲起子（橘色）","Snap-on 4-5/16"" 棘輪磁性短螺絲起子（橘色）",Unknown,件,0,3450,0,active,SSDMR1AO,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SSDMR4B,"Snap-on 8-3/4"" 螺絲起子鑽頭 (黑色)","Snap-on 8-3/4"" 螺絲起子鑽頭 (黑色)",Unknown,件,0,0,0,active,SSDMR4B,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 2, 'supplier': ''}"
SSDMR4B1TT,"Snap-on 8-3/4"" 螺絲起子鑽頭 (黑尾蓋)","Snap-on 8-3/4"" 螺絲起子鑽頭 (黑尾蓋)",Unknown,件,0,0,0,active,SSDMR4B1TT,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
SSDMR4BCV,Snap-on 棘輪螺絲起子105周年紀念版,Snap-on 棘輪螺絲起子105周年紀念版,Unknown,支,0,3350,0,active,SSDMR4BCV,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 5, 'supplier': ''}"
SSDMR4BG,"Snap-on 8-3/4"" 螺絲起子鑽頭 綠色","Snap-on 8-3/4"" 螺絲起子鑽頭 綠色",Unknown,支,0,3350,0,active,SSDMR4BG,"{'category': 'Snap-on 起子系列', 'safety_stock': 0, 'stock_qty': 0, 'supplier': ''}"
